ID do hospede,Nome do hospede,Cidade,Bairro,Tipo de imovel,Preço,Minimo de noite,Numero de avaliações,Ultima avaliação,Avaliação por mês,contagem calculada de listagens de hospede,disponibilidade 365
45774825,Saman,Manhattan,Midtown,Entire home/apt,175,7,15,7/8/2018,34,1,0
45778782,Genéa,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,50,5,1,12/23/2015,2,1,0
2101644,Tom,Manhattan,Harlem,Entire home/apt,130,1,289,6/19/2019,646,1,217
45815117,Kacy,Manhattan,East Village,Entire home/apt,200,1,1,5/31/2016,3,1,0
38914517,Jean,Brooklyn,Flatbush,Entire home/apt,63,5,35,6/12/2019,78,2,98
475986,Mary Beth,Queens,Kew Gardens,Entire home/apt,100,1,14,1/1/2019,31,1,90
19808319,Lilian,Manhattan,Harlem,Entire home/apt,117,28,125,11/17/2018,277,2,29
22171747,Aaron,Brooklyn,Williamsburg,Entire home/apt,175,5,10,6/13/2019,23,1,32
45837698,Brian,Brooklyn,Sheepshead Bay,Entire home/apt,2000,1,1,10/27/2015,2,1,365
23772724,Elem,Manhattan,Hell's Kitchen,Entire home/apt,200,30,3,4/30/2018,7,15,336
3784682,Trace,Manhattan,Harlem,Entire home/apt,650,2,1,3/5/2017,4,1,0
2851789,Raquel,Manhattan,Chinatown,Entire home/apt,199,2,18,6/15/2019,128,1,1
1475015,Mike,Manhattan,Midtown,Entire home/apt,115,30,1,1/27/2017,3,52,341
45854238,John,Manhattan,West Village,Entire home/apt,245,3,51,9/19/2018,112,1,0
24597265,Freda,Queens,Ditmars Steinway,Entire home/apt,187,6,57,6/9/2019,133,8,275
45857976,J.,Manhattan,Harlem,Entire home/apt,88,2,24,6/29/2019,53,1,39
45859613,Emma,Manhattan,Upper West Side,Entire home/apt,280,1,1,10/13/2015,2,1,0
45864201,Lindsay B,Manhattan,Chelsea,Entire home/apt,200,1,0,,,1,0
12226733,Henna,Manhattan,Harlem,Entire home/apt,95,2,1,10/20/2015,2,1,0
24032852,Jessica,Manhattan,East Village,Entire home/apt,260,2,170,7/1/2019,385,1,236
45897508,Antonio,Manhattan,Upper East Side,Entire home/apt,148,2,1,12/29/2015,2,1,0
1475015,Mike,Manhattan,Midtown,Entire home/apt,100,30,2,4/17/2016,5,52,365
8235517,Valjean,Manhattan,Harlem,Entire home/apt,110,2,4,7/23/2017,11,1,0
45619483,Lesley,Manhattan,East Village,Entire home/apt,745,1,0,,,1,0
45595980,Tny,Manhattan,Upper East Side,Entire home/apt,140,30,5,4/12/2019,15,12,0
45937956,Fahim,Queens,Jackson Heights,Entire home/apt,85,3,91,6/24/2019,211,2,50
18062807,Marcelo,Manhattan,SoHo,Entire home/apt,399,90,5,5/2/2018,11,1,365
45944532,Deborah,Manhattan,Greenwich Village,Entire home/apt,300,1,0,,,1,0
45955013,Jason,Brooklyn,Williamsburg,Entire home/apt,150,2,198,6/23/2019,448,1,92
2972546,Manrique And Ticiani,Manhattan,Washington Heights,Entire home/apt,175,1,1,12/27/2015,2,1,0
8822845,Adam,Brooklyn,Williamsburg,Entire home/apt,140,7,16,3/15/2019,49,1,1
44524700,Sheryl,Brooklyn,Sunset Park,Entire home/apt,85,5,0,,,1,0
40611169,Sol,Brooklyn,Carroll Gardens,Entire home/apt,250,1,50,6/25/2019,146,5,365
4380547,Rishie,Manhattan,East Village,Entire home/apt,395,7,0,,,1,0
5170691,David,Manhattan,Inwood,Entire home/apt,140,1,49,6/26/2019,123,1,16
46039971,Brady,Manhattan,Upper West Side,Entire home/apt,190,5,15,3/21/2019,35,1,0
13456636,Cathy,Brooklyn,Bedford-Stuyvesant,Entire home/apt,91,2,166,7/1/2019,366,1,38
6672223,Katia,Queens,Astoria,Entire home/apt,72,3,7,1/18/2016,15,1,0
9138796,Eli And Maggie,Brooklyn,Bedford-Stuyvesant,Entire home/apt,130,3,115,6/23/2019,283,1,49
7512454,Christina,Manhattan,Hell's Kitchen,Entire home/apt,100,7,5,5/9/2016,11,1,0
46112296,Tina,Manhattan,Harlem,Entire home/apt,95,2,3,5/7/2017,11,1,6
22159648,Sinat,Brooklyn,Williamsburg,Entire home/apt,170,1,8,9/19/2018,19,2,0
7650414,Keith,Manhattan,Harlem,Entire home/apt,150,6,51,4/30/2019,113,2,66
8115401,Quili (Sounds Keelee),Manhattan,Midtown,Entire home/apt,250,2,33,5/4/2019,73,1,7
496979,Razan,Brooklyn,Park Slope,Entire home/apt,120,1,1,12/1/2015,2,1,0
3333577,Julia,Manhattan,Gramercy,Entire home/apt,410,30,3,5/27/2019,15,2,346
33899056,Ashley,Brooklyn,Bushwick,Entire home/apt,73,45,3,8/20/2016,7,1,21
14914020,Cihan,Manhattan,Chelsea,Entire home/apt,250,1,1,12/16/2015,2,1,0
30283594,Kara,Manhattan,Midtown,Entire home/apt,1170,80,0,,,121,365
7227499,John,Manhattan,West Village,Entire home/apt,250,2,2,11/8/2015,4,1,0
41865488,Sergio,Manhattan,Lower East Side,Entire home/apt,149,5,11,2/4/2017,28,1,0
4385138,Mike,Manhattan,Hell's Kitchen,Entire home/apt,185,2,241,6/24/2019,565,1,22
45850983,Peter,Manhattan,Hell's Kitchen,Entire home/apt,175,1,49,5/5/2019,111,1,4
10167933,Karina,Manhattan,Upper West Side,Entire home/apt,150,2,1,12/19/2015,2,1,0
4185064,Paulina,Brooklyn,Williamsburg,Entire home/apt,325,1,264,6/16/2019,585,2,47
40236486,Priscilla,Manhattan,Washington Heights,Entire home/apt,80,12,27,8/10/2018,67,3,88
40800505,Beverly,Brooklyn,Bedford-Stuyvesant,Entire home/apt,135,28,29,11/10/2018,65,1,268
24628477,Jessy & Grant,Manhattan,Lower East Side,Entire home/apt,261,4,196,6/5/2019,430,1,125
1415417,Lorenzo,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,60,3,0,,,1,0
46224845,Angela,Manhattan,East Harlem,Entire home/apt,225,2,62,6/19/2019,162,1,231
414999,Brandon,Brooklyn,Greenpoint,Entire home/apt,200,3,1,11/3/2015,2,1,0
46234202,Alex,Manhattan,Upper East Side,Entire home/apt,200,2,5,5/22/2016,11,1,0
4087478,Nicole,Manhattan,Lower East Side,Entire home/apt,699,6,0,,,1,0
4703687,Daphne,Brooklyn,Greenpoint,Entire home/apt,150,2,1,2/27/2016,2,2,0
41743945,George - Francis,Manhattan,Hell's Kitchen,Entire home/apt,375,3,3,1/2/2016,7,2,0
5172606,Paula,Manhattan,Upper West Side,Entire home/apt,175,3,0,,,1,0
46289881,Jerry,Manhattan,Upper West Side,Entire home/apt,225,3,2,11/2/2015,4,1,0
10595200,Lauren,Manhattan,SoHo,Entire home/apt,165,10,31,5/16/2019,71,1,55
46293809,Courtney,Manhattan,Chelsea,Entire home/apt,250,1,0,,,1,0
42621530,Maory,Brooklyn,Williamsburg,Entire home/apt,1150,7,2,12/7/2015,4,1,0
39556296,Lizzie,Brooklyn,Bedford-Stuyvesant,Entire home/apt,85,3,1,9/8/2016,3,1,0
21332287,John,Brooklyn,Park Slope,Entire home/apt,135,2,0,,,1,0
5380471,John,Manhattan,East Harlem,Entire home/apt,125,1,2,11/29/2015,4,1,0
10261855,Ruby,Brooklyn,Boerum Hill,Entire home/apt,120,4,0,,,1,0
4586937,Matt,Brooklyn,Williamsburg,Entire home/apt,100,1,2,6/2/2017,5,1,0
3411058,Kevin,Manhattan,Nolita,Entire home/apt,179,3,26,6/16/2019,58,1,6
14104350,Irving,Brooklyn,Bedford-Stuyvesant,Entire home/apt,115,5,28,7/8/2019,70,2,347
46314409,Jake And Catharine,Brooklyn,Bedford-Stuyvesant,Entire home/apt,100,3,151,6/29/2019,332,1,105
21172422,Ellie,Manhattan,Chelsea,Entire home/apt,240,2,1,11/2/2015,2,1,0
46322064,Yve,Manhattan,Harlem,Entire home/apt,290,3,58,1/2/2018,133,1,188
15641304,Jean-Noël,Manhattan,East Harlem,Entire home/apt,125,4,8,6/18/2017,18,1,0
3285026,Jordanna,Manhattan,East Village,Entire home/apt,195,1,4,10/31/2015,9,1,0
1818225,Amael,Brooklyn,Greenpoint,Entire home/apt,80,3,0,,,1,0
21052756,Odette,Brooklyn,Cobble Hill,Entire home/apt,1000,5,1,1/3/2016,2,1,0
10549906,Mikael,Brooklyn,Clinton Hill,Entire home/apt,105,1,54,6/11/2019,119,1,365
46365876,Josefine,Manhattan,East Village,Entire home/apt,125,2,2,8/31/2016,6,1,0
2232742,Kate,Brooklyn,Cobble Hill,Entire home/apt,200,5,7,1/1/2019,16,1,0
12838732,Elizabeth,Manhattan,Gramercy,Entire home/apt,190,2,76,6/14/2019,168,1,12
9933134,Darryl,Manhattan,Harlem,Entire home/apt,170,4,28,6/18/2019,82,1,364
46388202,Diana,Brooklyn,Columbia St,Entire home/apt,250,7,0,,,1,0
46395463,Heather,Manhattan,Midtown,Entire home/apt,150,1,3,12/28/2015,7,1,0
27657527,Sean,Manhattan,East Village,Entire home/apt,300,2,1,1/3/2016,2,1,0
46401172,Anne Marie,Manhattan,West Village,Entire home/apt,225,1,83,6/17/2019,190,1,344
45595980,Tny,Manhattan,Upper East Side,Entire home/apt,125,30,10,5/18/2019,27,12,0
46404051,Brenda,Manhattan,Midtown,Entire home/apt,250,1,1,10/18/2015,2,1,0
986623,Armando Rafael,Brooklyn,Greenpoint,Entire home/apt,129,3,93,5/28/2019,210,1,0
1596626,Gypsy,Manhattan,Hell's Kitchen,Entire home/apt,135,2,115,6/23/2019,256,1,19
3629010,William,Brooklyn,Williamsburg,Entire home/apt,200,20,0,,,1,0
2452616,Arielle,Brooklyn,Greenpoint,Entire home/apt,175,2,12,1/13/2019,77,1,0
9444795,Emilie,Brooklyn,Brooklyn Heights,Entire home/apt,200,3,2,4/17/2017,6,1,0
218425,Odile,Brooklyn,Park Slope,Entire home/apt,350,4,18,11/24/2016,42,1,0
46481544,Jose,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,70,1,0,,,1,0
46482708,Djamal,Queens,Maspeth,Entire home/apt,100,3,74,5/20/2019,163,1,321
14889425,Julian,Manhattan,East Village,Entire home/apt,500,1,0,,,1,53
46486441,Holly/Rick,Brooklyn,Bedford-Stuyvesant,Entire home/apt,200,3,115,7/7/2019,261,1,243
11469296,Michael,Manhattan,Morningside Heights,Entire home/apt,170,1,7,10/8/2016,16,1,0
46509461,Mike,Manhattan,Little Italy,Entire home/apt,189,1,168,6/22/2019,371,1,347
10328631,Yulia,Manhattan,Upper West Side,Entire home/apt,150,2,11,6/26/2016,24,1,0
24297041,Alexandra,Brooklyn,Williamsburg,Entire home/apt,150,1,0,,,1,0
1020828,Philipp,Manhattan,Hell's Kitchen,Entire home/apt,150,1,1,5/8/2016,3,1,0
46544348,Kim,Manhattan,Upper East Side,Entire home/apt,120,1,2,12/16/2015,5,1,0
31067208,Brianna,Manhattan,East Harlem,Entire home/apt,85,1,2,6/29/2016,5,1,0
2543296,Jazil,Manhattan,Chelsea,Entire home/apt,450,6,2,12/29/2018,5,1,0
15433113,Christine,Manhattan,Harlem,Entire home/apt,95,2,5,2/21/2016,11,1,0
46574350,Sean,Queens,Forest Hills,Entire home/apt,125,1,2,8/10/2016,5,1,0
46579560,Federico,Manhattan,Upper East Side,Entire home/apt,130,5,0,,,1,0
9597041,Che,Manhattan,Harlem,Entire home/apt,65,2,32,6/17/2019,73,1,16
9012184,Cyrus,Brooklyn,Williamsburg,Entire home/apt,259,2,222,6/17/2019,490,1,250
25688324,Shannon,Manhattan,Upper West Side,Entire home/apt,133,3,38,6/30/2019,89,1,2
46632551,J,Manhattan,Hell's Kitchen,Entire home/apt,259,2,103,6/21/2019,229,1,34
46632214,Patrick,Brooklyn,Park Slope,Entire home/apt,150,7,40,6/25/2019,89,1,279
15995278,Camille,Manhattan,Lower East Side,Entire home/apt,139,3,6,10/27/2016,13,1,0
29823680,Jonathan,Brooklyn,Red Hook,Entire home/apt,125,1,0,,,1,0
36264739,Carole,Manhattan,Upper West Side,Entire home/apt,434,5,1,1/3/2018,5,1,0
46665505,Cj,Manhattan,East Village,Entire home/apt,500,2,0,,,1,0
6818674,Emily,Brooklyn,Greenpoint,Entire home/apt,100,1,2,11/29/2015,5,1,0
27502041,Alex,Queens,Sunnyside,Entire home/apt,99,3,40,6/10/2019,91,1,128
33834627,Charlotte,Manhattan,Nolita,Entire home/apt,200,1,0,,,1,0
4824082,Amel,Brooklyn,Bedford-Stuyvesant,Entire home/apt,115,1,0,,,1,0
5641193,Melissa,Brooklyn,Park Slope,Entire home/apt,140,40,59,8/28/2017,131,1,126
30283594,Kara,Manhattan,Chelsea,Entire home/apt,269,30,0,,,121,337
35430339,Melissa,Brooklyn,Prospect Heights,Entire home/apt,150,1,0,,,1,0
6764705,Kirk,Manhattan,West Village,Entire home/apt,299,5,4,7/5/2016,9,1,0
3538412,Tom,Brooklyn,Williamsburg,Entire home/apt,195,4,85,6/19/2019,193,1,63
46628999,Sabine,Brooklyn,Williamsburg,Entire home/apt,140,3,8,11/9/2018,18,1,0
7918948,Elle,Manhattan,Hell's Kitchen,Entire home/apt,180,1,1,12/13/2015,2,1,0
45738364,Joe,Queens,Sunnyside,Entire home/apt,84,2,0,,,1,0
36821356,Vitaly And Lena,Brooklyn,Borough Park,Entire home/apt,96,14,93,6/23/2019,206,1,73
5548597,Katie,Manhattan,Upper East Side,Entire home/apt,150,1,6,7/26/2016,14,1,0
30116009,Veronica,Brooklyn,Sunset Park,Entire home/apt,115,5,1,1/3/2016,2,1,0
3736228,Graham,Manhattan,Chinatown,Entire home/apt,145,30,60,6/20/2019,138,1,15
46785121,Mel,Brooklyn,Greenpoint,Entire home/apt,169,1,22,7/2/2019,259,1,39
46787065,C,Manhattan,Upper West Side,Entire home/apt,100,7,2,8/16/2016,5,1,0
31752474,Tine,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,69,45,1,9/1/2016,3,2,0
46794554,Bhargav,Queens,Ditmars Steinway,Entire home/apt,75,7,0,,,1,0
46182242,Kristen,Brooklyn,Sunset Park,Entire home/apt,140,2,74,12/16/2018,165,1,2
25492187,Abigail,Manhattan,East Village,Entire home/apt,230,1,0,,,1,0
46846064,Frahydel,Manhattan,Roosevelt Island,Entire home/apt,180,7,2,1/2/2017,5,2,0
2968774,Alexis,Brooklyn,Crown Heights,Entire home/apt,125,2,10,4/18/2016,22,2,0
46851431,Anthony,Manhattan,Murray Hill,Entire home/apt,104,1,0,,,1,0
321710,Piero,Brooklyn,Cobble Hill,Entire home/apt,225,3,1,4/12/2016,3,1,0
46881049,Elizabeth,Brooklyn,Canarsie,Entire home/apt,169,2,30,6/30/2019,87,1,345
12933114,Ausra,Manhattan,East Village,Entire home/apt,130,5,4,1/1/2017,9,1,0
806818,Jasmine,Brooklyn,Bedford-Stuyvesant,Entire home/apt,150,2,121,6/14/2019,269,1,287
1372837,Manoj,Manhattan,Upper East Side,Entire home/apt,295,4,0,,,1,0
11458977,Robin,Brooklyn,Clinton Hill,Entire home/apt,120,3,88,6/26/2019,204,1,49
46815771,Tide,Manhattan,Midtown,Entire home/apt,170,3,1,12/9/2015,2,1,0
46901221,Sandy,Brooklyn,Sheepshead Bay,Entire home/apt,129,2,137,7/2/2019,355,2,133
46901221,Sandy,Brooklyn,Sheepshead Bay,Entire home/apt,119,2,174,6/30/2019,388,2,65
3256202,Kyle,Manhattan,Chelsea,Entire home/apt,225,1,0,,,1,0
46941561,Maria,Manhattan,Upper East Side,Entire home/apt,100,20,16,5/31/2019,60,1,49
46946480,Danielle,Brooklyn,Williamsburg,Entire home/apt,275,3,51,12/3/2017,114,1,0
2932525,Joel,Brooklyn,Crown Heights,Entire home/apt,170,3,28,10/1/2018,62,1,0
30283594,Kara,Manhattan,Chelsea,Entire home/apt,129,30,0,,,121,164
15105912,Maribel,Manhattan,Harlem,Entire home/apt,175,3,186,7/5/2019,412,1,187
30283594,Kara,Manhattan,Chelsea,Entire home/apt,136,30,0,,,121,349
46962156,Martha,Manhattan,Upper West Side,Entire home/apt,190,1,0,,,1,0
5485733,Jelena,Brooklyn,Williamsburg,Entire home/apt,150,2,19,10/14/2017,42,1,0
9060143,Amelia,Brooklyn,Bushwick,Entire home/apt,75,3,6,8/29/2017,15,1,0
8113248,Francesco,Manhattan,Theater District,Entire home/apt,590,1,0,,,2,0
579126,Banna,Manhattan,Harlem,Entire home/apt,169,5,0,,,1,0
46973966,Lorena,Manhattan,Harlem,Entire home/apt,899,6,52,6/22/2019,116,2,287
4974196,Dan,Manhattan,Greenwich Village,Entire home/apt,157,3,2,11/25/2017,10,1,0
2599664,Maria,Manhattan,Lower East Side,Entire home/apt,170,1,1,11/26/2015,2,1,0
30283594,Kara,Manhattan,Chelsea,Entire home/apt,109,30,1,10/31/2016,3,121,184
47025665,Heather,Brooklyn,Bedford-Stuyvesant,Entire home/apt,105,4,131,6/17/2019,292,1,55
47022650,Jillian,Manhattan,East Harlem,Entire home/apt,150,1,48,6/23/2019,107,3,326
45595980,Tny,Manhattan,Midtown,Entire home/apt,135,30,8,9/9/2018,19,12,282
31019553,Miranda,Brooklyn,Bedford-Stuyvesant,Entire home/apt,150,1,1,11/2/2015,2,1,0
8011670,Joel,Brooklyn,Bedford-Stuyvesant,Entire home/apt,70,2,77,6/29/2019,177,1,274
4048695,Deniz,Brooklyn,Clinton Hill,Entire home/apt,120,2,28,6/30/2019,64,1,294
24677080,Patrick,Manhattan,Upper East Side,Entire home/apt,170,1,190,6/17/2019,436,1,260
7366091,Harry,Brooklyn,Williamsburg,Entire home/apt,350,3,4,5/22/2016,9,1,0
2856748,Ruchi,Manhattan,Midtown,Entire home/apt,175,30,0,,,49,365
2856748,Ruchi,Manhattan,Midtown,Entire home/apt,230,30,0,,,49,332
410665,Jayden,Manhattan,East Village,Entire home/apt,139,3,11,5/28/2018,25,1,0
4422465,Isabel,Brooklyn,Bushwick,Entire home/apt,89,4,5,9/6/2018,12,1,2
7503643,Vida,Brooklyn,Greenpoint,Entire home/apt,159,30,6,6/4/2019,15,52,343
30283594,Kara,Manhattan,Financial District,Entire home/apt,229,30,0,,,121,184
4619655,Neil,Manhattan,Upper West Side,Entire home/apt,125,1,0,,,1,0
2266437,Rachel,Manhattan,East Village,Entire home/apt,200,5,10,12/28/2018,26,1,0
30283594,Kara,Manhattan,Financial District,Entire home/apt,169,30,2,6/28/2016,5,121,364
19435113,Mark,Manhattan,West Village,Entire home/apt,175,1,0,,,1,0
3754629,Gina,Manhattan,Lower East Side,Entire home/apt,150,1,0,,,1,0
1584064,Adrienne,Manhattan,Harlem,Entire home/apt,165,1,0,,,2,0
47129484,Michelle,Manhattan,Gramercy,Entire home/apt,305,3,175,6/21/2019,389,1,132
3248277,Sara,Brooklyn,Williamsburg,Entire home/apt,200,3,0,,,1,0
46473604,Paul,Manhattan,Upper West Side,Entire home/apt,88,29,71,6/2/2019,162,1,95
47139912,Claude,Manhattan,Upper East Side,Entire home/apt,110,3,69,9/10/2018,178,1,5
47140247,Hilary,Queens,Bellerose,Entire home/apt,42,3,0,,,1,0
39763202,Kya & Evan,Brooklyn,Crown Heights,Entire home/apt,150,2,11,10/9/2016,24,1,0
15055897,Heather,Brooklyn,Clinton Hill,Entire home/apt,125,3,3,1/2/2017,8,2,0
45296989,Patrick,Manhattan,Upper West Side,Entire home/apt,125,7,4,4/8/2017,10,1,0
21716352,Alice,Manhattan,Kips Bay,Entire home/apt,120,1,4,4/1/2016,10,1,0
6304221,Phil,Manhattan,SoHo,Entire home/apt,190,2,10,7/1/2019,97,1,41
30283594,Kara,Manhattan,Financial District,Entire home/apt,239,30,2,6/10/2018,9,121,186
3331710,Amy,Manhattan,Greenwich Village,Entire home/apt,200,2,29,1/1/2019,65,1,0
47198995,Diana,Staten Island,Grymes Hill,Entire home/apt,200,1,1,11/1/2015,2,1,0
7380428,Mel,Manhattan,Harlem,Entire home/apt,175,7,44,6/29/2019,99,3,193
12995701,Robyn,Manhattan,West Village,Entire home/apt,200,4,1,1/1/2016,2,1,0
47202400,Alister,Brooklyn,Bedford-Stuyvesant,Entire home/apt,130,3,129,6/11/2019,293,1,163
21647215,Vadim,Manhattan,East Harlem,Entire home/apt,95,1,2,11/18/2015,4,1,0
31153462,Talia,Manhattan,Lower East Side,Entire home/apt,140,7,3,1/5/2016,7,1,0
47219962,Babajide,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,125,2,125,6/30/2019,279,2,229
1393469,Tatiana,Brooklyn,Flatbush,Entire home/apt,97,2,22,5/21/2019,54,1,2
14544355,Elizabeth,Brooklyn,Crown Heights,Entire home/apt,140,3,60,6/10/2019,134,1,37
2856748,Ruchi,Manhattan,Theater District,Entire home/apt,175,30,0,,,49,333
14614459,Dario,Manhattan,Upper East Side,Entire home/apt,180,1,1,1/5/2016,2,4,0
4087778,Katie,Queens,Sunnyside,Entire home/apt,180,3,0,,,1,0
4186597,Michael Francis,Manhattan,Harlem,Entire home/apt,180,2,18,6/13/2019,42,1,29
6075567,Yasmin,Brooklyn,Crown Heights,Entire home/apt,100,2,13,9/9/2018,31,1,0
21804910,Brinn,Brooklyn,Greenpoint,Entire home/apt,175,2,21,5/19/2019,140,1,38
47275801,Eric,Brooklyn,Williamsburg,Entire home/apt,250,2,1,12/6/2015,2,1,0
3819001,Tracy,Brooklyn,South Slope,Entire home/apt,55,3,0,,,2,0
4166175,Rob,Manhattan,Midtown,Entire home/apt,103,6,0,,,1,0
1606152,Laura,Brooklyn,Williamsburg,Entire home/apt,150,1,1,11/29/2015,2,1,0
17713747,Polly,Manhattan,Washington Heights,Entire home/apt,150,5,6,11/26/2016,14,3,37
47289872,Kara,Manhattan,Lower East Side,Entire home/apt,190,1,2,11/25/2015,5,1,0
6942997,Deborah,Manhattan,Upper East Side,Entire home/apt,95,2,0,,,1,0
8163703,Mariana,Brooklyn,Williamsburg,Entire home/apt,150,3,12,7/19/2016,28,1,0
47219962,Babajide,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,150,2,123,7/1/2019,274,2,263
3724325,Anne-Laure,Manhattan,East Village,Entire home/apt,185,2,4,9/10/2016,9,1,0
46019410,Regina,Brooklyn,Sheepshead Bay,Entire home/apt,98,2,12,6/24/2018,27,1,320
47351539,Jason,Brooklyn,East Flatbush,Entire home/apt,165,1,232,6/23/2019,518,4,231
34398769,Sean,Manhattan,Upper East Side,Entire home/apt,145,1,3,1/2/2016,7,1,0
5671308,Jordan,Manhattan,East Village,Entire home/apt,135,3,10,3/24/2016,23,1,0
47403089,Kathleen,Manhattan,East Village,Entire home/apt,130,1,6,12/30/2015,13,1,0
552067,Miriam,Brooklyn,Williamsburg,Entire home/apt,120,7,9,12/11/2018,21,1,0
47036828,David,Manhattan,East Village,Entire home/apt,190,1,0,,,1,0
8093077,Annie,Manhattan,Upper East Side,Entire home/apt,250,2,3,7/30/2016,7,1,0
38738475,Homero,Brooklyn,Park Slope,Entire home/apt,90,5,1,1/5/2016,2,1,0
47414802,Jason,Manhattan,Harlem,Entire home/apt,165,120,7,8/8/2018,22,2,139
4655737,Saara,Manhattan,East Village,Entire home/apt,175,5,9,8/27/2017,20,1,0
2653685,Marisa & Tom,Brooklyn,Bedford-Stuyvesant,Entire home/apt,120,2,74,7/1/2019,165,1,333
47457325,Miranda,Manhattan,Harlem,Entire home/apt,110,3,1,11/29/2015,2,1,0
30283594,Kara,Manhattan,Financial District,Entire home/apt,239,30,0,,,121,186
22251283,Nir,Manhattan,Hell's Kitchen,Entire home/apt,125,30,8,5/31/2019,30,4,56
30283594,Kara,Manhattan,Financial District,Entire home/apt,239,30,0,,,121,186
29721928,Isabella,Manhattan,West Village,Entire home/apt,195,3,5,3/12/2017,14,1,0
1692708,Rebecca,Brooklyn,Greenpoint,Entire home/apt,150,14,0,,,1,42
3664194,Michael,Manhattan,Upper East Side,Entire home/apt,210,5,0,,,1,0
30283594,Kara,Manhattan,Financial District,Entire home/apt,189,30,0,,,121,365
4055295,Sara,Manhattan,Harlem,Entire home/apt,100,2,17,12/27/2016,39,1,0
301887,Andres,Manhattan,West Village,Entire home/apt,295,4,2,7/23/2016,5,1,0
6509584,Lila,Manhattan,Upper West Side,Entire home/apt,75,1,123,7/1/2019,289,1,80
2581079,Harriet,Brooklyn,Bushwick,Entire home/apt,200,5,0,,,1,0
7486909,Allie,Manhattan,East Harlem,Entire home/apt,110,1,85,5/6/2019,190,1,304
2069753,Jessica,Manhattan,East Village,Entire home/apt,185,2,2,9/25/2016,6,1,0
39916377,Jaclyn,Manhattan,Upper East Side,Entire home/apt,145,6,49,6/21/2019,238,1,76
1202621,Lizzy And Ryan,Manhattan,Upper West Side,Entire home/apt,250,7,34,6/30/2019,78,1,147
15175378,Missy & Julien,Brooklyn,Crown Heights,Entire home/apt,145,5,98,6/29/2019,226,2,88
47493116,Elsa,Manhattan,Harlem,Entire home/apt,150,1,0,,,1,0
47408505,Anya,Manhattan,Upper East Side,Entire home/apt,195,4,4,5/14/2016,9,1,0
47500192,Satvic,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,120,5,0,,,1,190
3883685,Dan,Manhattan,Upper West Side,Entire home/apt,199,28,17,6/4/2019,63,1,114
8862886,Rachel,Brooklyn,Bushwick,Entire home/apt,150,2,40,9/3/2018,90,1,0
3922367,Christophe,Brooklyn,Williamsburg,Entire home/apt,165,4,0,,,1,0
8503277,Cathy,Manhattan,East Village,Entire home/apt,100,5,3,1/13/2018,7,1,0
46644337,Sha,Brooklyn,Bedford-Stuyvesant,Entire home/apt,149,2,26,6/23/2019,67,3,360
47541749,Aline,Manhattan,Midtown,Entire home/apt,300,1,0,,,1,0
1519189,Annie,Brooklyn,Bedford-Stuyvesant,Entire home/apt,100,15,3,8/1/2016,7,2,211
19627702,Andrea,Manhattan,Chelsea,Entire home/apt,193,1,8,12/30/2017,23,1,0
47556575,Kira,Manhattan,Gramercy,Entire home/apt,159,1,188,11/20/2018,419,1,157
6674503,Evelyn,Brooklyn,Clinton Hill,Entire home/apt,750,1,6,6/14/2019,17,1,365
30283594,Kara,Manhattan,Midtown,Entire home/apt,139,30,0,,,121,360
7202402,Ross,Manhattan,Chinatown,Entire home/apt,220,2,93,6/22/2019,248,2,293
3092054,Shirley,Manhattan,Hell's Kitchen,Entire home/apt,120,360,0,,,1,365
47584049,Jonathan,Manhattan,East Village,Entire home/apt,180,4,5,11/27/2016,11,1,0
44034234,Jay,Manhattan,Hell's Kitchen,Entire home/apt,185,6,10,11/27/2018,23,1,0
15278522,Matt,Manhattan,East Village,Entire home/apt,225,2,1,1/5/2016,2,1,0
4223044,Alexandra,Manhattan,Upper East Side,Entire home/apt,200,1,0,,,1,0
2264413,Zachary,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,150,2,9,12/29/2018,21,1,6
3025128,David,Manhattan,Upper West Side,Entire home/apt,180,1,43,8/27/2016,98,1,0
2856748,Ruchi,Manhattan,Midtown,Entire home/apt,245,30,1,8/15/2016,3,49,331
835110,Charlotte,Brooklyn,Bedford-Stuyvesant,Entire home/apt,115,1,131,6/23/2019,292,1,241
403032,Diane,Bronx,City Island,Entire home/apt,110,2,112,7/1/2019,260,1,162
3201337,Diego,Manhattan,East Harlem,Entire home/apt,150,3,90,6/25/2019,211,2,37
47636934,Rob,Manhattan,Kips Bay,Entire home/apt,139,1,1,11/9/2015,2,1,0
46561509,John,Brooklyn,Park Slope,Entire home/apt,220,1,0,,,1,0
2119276,Host,Manhattan,West Village,Entire home/apt,150,30,10,1/25/2019,39,39,241
8133069,Maria,Brooklyn,Williamsburg,Entire home/apt,240,1,1,10/9/2017,5,1,0
40880743,Soph,Brooklyn,Clinton Hill,Entire home/apt,115,5,1,11/6/2015,2,1,0
1443812,Luciana,Brooklyn,Williamsburg,Entire home/apt,120,3,184,6/27/2019,410,2,262
